race_encp,race_date,track,race_no,grade,syumoku,syoriKbn,syusouInfoExistFlg,yudoSensyuName,raceResult1Syaban,raceResult2Syaban,backCnt1Syaban,backCnt2Syaban,lastUpdateTime
8vdVlO5IxwzRzvGxziu8NgJnkeYqc5wf3rnICeZDuvZs1N8cYkIrfTsnIrZbcbay,20250816,函館,1,G1,Ｓ級一般,1,1,明田　春喜,7,9,4,"5,8",2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8Nh9acaoMgxAXQ2HNiGgZe_XhCF7800peIQE_JTuAiNmt,20250816,函館,2,G1,Ｓ級一般,1,1,中村弘之輔,5,2,5,6,2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8NiGwm09NZ5vyYRYxUROZ_eHD3suvOYhWGvtUl3Kl04hd,20250816,函館,3,G1,Ｓ級特一般,1,1,荒澤　貴史,7,5,5,2,2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8Ngz-O4ywe-lw3f594yW3jyxvlH-cv7O0tw160Ajd8U9S,20250816,函館,4,G1,Ｓ級特一般,1,1,菊地　圭尚,1,9,6,2,2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8NnipQe7pvdQmlAH7wNJQrH-D_Fn_fLwNRbbgvbbUSnBC,20250816,函館,5,G1,Ｓ級特選,1,1,板垣　昴,1,2,1,4,2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8NnNFpnd5KV4EqMqb7NYkw1_LjZstfmPNV_PyZN0horA6,20250816,函館,6,G1,Ｓ級特選,1,1,田原　大広,1,5,6,5,2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8NrWJfcE-Lck4OWsf1pKi8VyN9SwqoTInghF970kxorH0,20250816,函館,7,G1,Ｓ級特選,1,1,明田　春喜,9,3,5,6,2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8NlrTwJTaHhfi98tQqbJ4oX12BoSel0hYxDON-zmN2sgV,20250816,函館,8,G1,Ｓ級特選,1,1,中村弘之輔,3,5,8,5,2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8NoCF4N3WkIxsm2B12i7rWIo3I7m1KFkX70IozR_SvK3W,20250816,函館,9,G1,Ｓ級準決勝,1,1,荒澤　貴史,1,3,5,7,2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8NjexHXGCJeyg6C0mJ2DsXaEky_TdG67jXM4UBvap4yku,20250816,函館,10,G1,Ｓ級準決勝,1,1,菊地　圭尚,7,3,1,3,2025/08/16 07:01&nbsp;更新
8vdVlO5IxwzRzvGxziu8NldqVhXmtCtM0FgaE5dxj2Kd9z55s6z3CWaPDM9ESgP6,20250816,函館,11,G1,Ｓ級準決勝,1,1,板垣　昴,1,4,2,9,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSMt7hDfDjhXUp0LMk5pU1naWQYYoDXHcARRUvQ7adTBR,20250816,大宮,1,F1,Ａ級一般,1,1,台　和紀,1,7,3,6,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSBLGPpU_PYicvZDenmBHQS44DIlE4iJ5NG5U6glaiYJY,20250816,大宮,2,F1,Ａ級一般,1,1,加藤　将武,7,3,7,3,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSLe5csL2a7AmGMucD-JrNbAagITQDCWTDOfa0VS01i_m,20250816,大宮,3,F1,Ａ級準決勝,1,1,台　和紀,2,3,3,7,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSPvLoVwSlyqtmpc_VUtCnjLRrS0iWdWDqD9XYXOKjs6G,20250816,大宮,4,F1,Ａ級準決勝,1,1,加藤　将武,2,7,1,6,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSIpZNxRTJfggS0Xjo7JTjLDtd6qg8ITyeFY5dV4tLyqN,20250816,大宮,5,F1,Ａ級準決勝,1,1,平原　啓多,3,4,4,5,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSIxUK2uaxWSRqwFJMI1KCIcPczpOlE2dbimwl3LjJtGD,20250816,大宮,6,F1,Ｓ級一般,1,1,台　和紀,3,5,1,4,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSI3kJypscr_u9qQ8mKRUugcr8Zx5ZOgPcw9slCx6Y4Ec,20250816,大宮,7,F1,Ｓ級一般,1,1,小沼　良,5,1,4,3,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSD4lG5kVsZLAD5mE4Z3yK_36dG0OzvasU7WKISHJCpTE,20250816,大宮,8,F1,Ｓ級選抜,1,1,岸澤　賢太,3,7,4,6,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSFYD0VpzvxZI4wPe11G2XIK_4VBq6zHyCWa6OS2hpzzI,20250816,大宮,9,F1,Ｓ級選抜,1,1,加藤　将武,7,3,6,3,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSNl2ggpw0cSzOSbHvqP28FCaNpwqj3QvTVNPRn7WU_Kf,20250816,大宮,10,F1,Ｓ級準決勝,1,1,平原　啓多,4,1,6,7,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSIugDbd2daG4mqfNeHiqGuJ-zh-QCAk4_vKgAMvKLAFt,20250816,大宮,11,F1,Ｓ級準決勝,1,1,岸澤　賢太,2,3,6,4,2025/08/16 07:01&nbsp;更新
C52wdI7At6gNbg8JI7pZSEsiUETa_s-_go6HDl1DYoT96tQfQ_49Wr1GRD6CscSS,20250816,大宮,12,F1,Ｓ級準決勝,1,1,小沼　良,7,3,3,2,2025/08/16 07:01&nbsp;更新
jNJFF_5PrjG3aVj37rr7rKrg-FbPaAQHVr-Yc6ozkc7_gnczc6u13l0t1C6Sk6j1,20250816,岸和田,1,F1,Ａ級一般,1,1,陶器　一馬,3,1,2,3,2025/08/16 07:01&nbsp;更新
jNJFF_5PrjG3aVj37rr7rI8DfZ1g84M8YqDdPXwLHnXKUuBnWivqDmD1NGo_c2Jm,20250816,岸和田,2,F1,Ａ級一般,1,1,鮫島　康治,1,5,1,2,2025/08/16 07:01&nbsp;更新
jNJFF_5PrjG3aVj37rr7rA57NKAEyEic6cVa0sS8c_CnenYTzkwssPG9L1r-pk0c,20250816,岸和田,3,F1,Ａ級準決勝,1,1,中釜　健次,1,4,"5,7",,2025/08/16 07:01&nbsp;更新
jNJFF_5PrjG3aVj37rr7rIzHUSB1-5Lanb2914czsU8l5O3IZMXYkaCayY4qOzga,20250816,岸和田,4,F1,Ａ級準決勝,1,1,陶器　一馬,5,1,"5,7",,2025/08/16 07:01&nbsp;更新
jNJFF_5PrjG3aVj37rr7rAUY1E69c9GVP0c4MF7ti6DGJgQBMx_0Bm3yY3ddXk8V,20250816,岸和田,5,F1,Ａ級準決勝,1,1,吉川　悟,5,1,1,2,2025/08/16 07:01&nbsp;更新
jNJFF_5PrjG3aVj37rr7rE98rZYN1yZboMmZp32uRrv5k1c8DFPEzcRlmySUyxy2,20250816,岸和田,6,F1,Ｓ級一般,1,1,菊谷　信一,5,4,1,,2025/08/16 07:01&nbsp;更新
jNJFF_5PrjG3aVj37rr7rB6RP38Lk_kTN1D2OxodmebbeP1hQJi8T5TjuHYTwd27,20250816,岸和田,7,F1,Ｓ級一般,1,1,中釜　健次,1,7,4,,2025/08/16 07:01&nbsp;更新
jNJFF_5PrjG3aVj37rr7rMsSGfwN0Yurl_lLoe6cM-ogls_2buoRk2FJsYFpRXCX,20250816,岸和田,8,F1,Ｓ級選抜,1,1,菊谷　信一,7,2,"1,3,5",,2025/08/16 07:01&nbsp;更新
jNJFF_5PrjG3aVj37rr7rPGsMh52PURfQKiPAHVQFOBRinWutzoagcYKKyXxQ5Cb,20250816,岸和田,9,F1,Ｓ級選抜,1,1,鮫島　康治,1,7,7,5,2025/08/16 07:01&nbsp;更新
